City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
238,Port Blair,IN,11.6667,92.75,78.06,76,67,7.29,broken clouds
239,Kiunga,PG,-6.1219,141.2906,83.64,70,99,4.05,overcast clouds
240,Barretos,BR,-20.5572,-48.5678,67.1,92,70,10.22,broken clouds
241,Atuona,PF,-9.8,-139.0333,79.03,72,43,17.85,scattered clouds
242,Luderitz,NA,-26.6481,15.1594,62.04,95,6,3.83,clear sky
243,Yaan,NG,7.3833,8.5667,80.87,21,12,3.87,few clouds
244,Cao Bang,VN,22.6667,106.25,54.03,86,100,1.99,overcast clouds
245,Lagoa,PT,39.05,-27.9833,60.06,72,96,13.31,overcast clouds
246,Kekri,IN,25.9667,75.15,49.77,72,0,6.02,clear sky
247,Olafsvik,IS,64.8945,-23.7142,39.0,95,100,34.0,heavy intensity rain
248,Srednekolymsk,RU,67.45,153.6833,-12.06,97,100,4.72,overcast clouds
249,Eirunepe,BR,-6.6603,-69.8736,74.43,97,90,2.93,overcast clouds
250,Geraldton,AU,-28.7667,114.6,77.41,29,0,17.27,clear sky
251,Guanare,VE,9.0418,-69.7421,84.22,45,56,9.22,broken clouds
252,Tessalit,ML,20.1986,1.0114,58.1,18,53,10.51,broken clouds
253,Walvis Bay,NA,-22.9575,14.5053,63.09,88,26,3.44,scattered clouds
254,Boende,CD,-0.2167,20.8667,76.03,72,87,1.48,overcast clouds
255,Sal Rei,CV,16.1833,-22.9167,70.36,68,93,10.27,overcast clouds
256,Alekseyevsk,RU,57.8406,108.3492,-24.65,97,13,3.06,few clouds
257,Maunabo,PR,18.0072,-65.8993,78.64,79,65,15.99,broken clouds
258,La Ronge,CA,55.1001,-105.2842,-14.55,64,20,4.61,few clouds
259,Santiago Del Estero,AR,-27.7951,-64.2615,88.81,26,12,3.18,few clouds
260,Novaci,RO,45.1833,23.6667,36.97,98,100,2.35,overcast clouds
261,Tashara,RU,55.5195,83.5094,11.75,91,100,12.55,overcast clouds
262,Jaypur,IN,18.85,82.5833,61.52,80,17,2.84,few clouds
263,Valparaiso,CL,-33.0393,-71.6273,67.48,67,100,4.18,overcast clouds
264,Provideniya,RU,64.3833,-173.3,6.91,66,0,17.9,clear sky
265,Grand-Santi,GF,4.25,-54.3833,71.83,92,97,2.64,overcast clouds
266,Stephenville,US,32.2207,-98.2023,48.29,53,0,10.36,clear sky
267,Haimen,CN,23.1935,116.6142,58.89,77,100,10.13,overcast clouds
268,Requena,ES,39.4883,-1.1004,54.88,85,69,20.56,broken clouds
269,Zhuhai,CN,22.2769,113.5678,64.98,77,40,9.22,scattered clouds
270,Cam Ranh,VN,11.9214,109.1591,75.16,78,40,6.91,scattered clouds
271,San Angelo,US,31.4638,-100.437,46.94,46,100,1.99,overcast clouds
272,Ambrolauri,GE,42.5211,43.1622,47.1,75,95,5.53,overcast clouds
273,Katherine,AU,-14.4667,132.2667,86.32,58,64,6.91,broken clouds
274,Sao Filipe,CV,14.8961,-24.4956,73.76,62,100,2.8,overcast clouds
275,Biskamzha,RU,53.4497,89.5272,11.46,90,100,8.99,overcast clouds
276,Ocos,GT,14.5094,-92.1933,84.7,69,36,8.9,scattered clouds
277,Takestan,IR,36.0696,49.6959,35.85,66,16,1.03,few clouds
278,Dicabisagan,PH,17.0818,122.4157,73.62,87,52,4.72,broken clouds
279,Westport,US,41.1415,-73.3579,40.82,94,100,1.99,moderate rain
280,Keuruu,FI,62.2667,24.7,5.18,99,29,3.2,scattered clouds
281,Alice Springs,AU,-23.7,133.8833,96.35,11,0,12.66,clear sky
282,Hami,CN,42.8,93.45,23.31,49,0,3.44,clear sky
283,Chino Valley,US,34.7575,-112.4538,52.9,30,0,5.01,clear sky
284,Verkhnevilyuysk,RU,63.4453,120.3167,-33.27,98,10,3.33,clear sky
285,Gambela,ET,8.25,34.5833,79.18,52,13,3.89,few clouds
286,Mehamn,NO,71.0357,27.8492,31.12,74,100,23.29,light snow
287,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,36,0,5.99,clear sky
288,Ancud,CL,-41.8697,-73.8203,65.43,89,51,8.59,broken clouds
289,San Quintin,MX,30.4833,-115.95,62.87,61,85,10.56,overcast clouds
290,Pemangkat,ID,1.1667,108.9667,77.86,90,100,7.29,overcast clouds
291,Merauke,ID,-8.4667,140.3333,81.9,78,100,10.22,overcast clouds
292,Svetlogorsk,BY,52.6333,29.7333,25.2,97,100,4.05,light snow
293,Bagaha,IN,27.1,84.0833,58.87,84,26,6.02,scattered clouds
294,Vostok,RU,46.4856,135.8833,-9.35,95,33,2.21,scattered clouds
295,Champerico,GT,14.3,-91.9167,84.74,68,47,9.62,scattered clouds
296,Banda Aceh,ID,5.5577,95.3222,77.72,81,85,5.46,overcast clouds
297,Codrington,AU,-38.2667,141.9667,72.54,51,42,13.11,light rain
298,Kyshtovka,RU,56.555,76.6271,-4.88,97,21,8.16,few clouds
299,Wote,KE,-1.7808,37.6288,61.61,90,41,4.7,scattered clouds
300,Waipawa,NZ,-41.4122,175.5153,70.43,58,100,5.23,overcast clouds
301,Faya,SA,18.3851,42.4509,53.71,64,5,3.09,clear sky
302,Akyab,MM,20.15,92.9,64.13,80,0,5.84,clear sky
303,Margate,GB,51.3813,1.3862,39.96,83,13,5.57,few clouds
304,Bima,ID,-8.4667,118.7167,79.97,86,100,3.56,overcast clouds
305,Sandwick,GB,60.0,-1.25,42.62,93,75,21.85,light intensity drizzle
306,Kavaratti,IN,10.5669,72.642,79.7,69,20,8.88,few clouds
307,Nara,JP,34.6851,135.8049,47.5,52,33,1.5,scattered clouds
308,Fairhope,US,30.523,-87.9033,71.28,77,100,0.0,overcast clouds
309,Hofn,IS,64.2539,-15.2082,42.15,86,100,31.99,light rain
310,Paita,PE,-5.0892,-81.1144,72.09,79,48,15.95,scattered clouds
311,Norman Wells,CA,65.282,-126.8329,-27.36,68,75,6.91,broken clouds
312,Singapore,SG,1.2897,103.8501,78.84,81,75,12.66,broken clouds
313,San Ignacio,BZ,17.1561,-89.0714,77.14,83,40,0.0,scattered clouds
314,Alofi,NU,-19.0595,-169.9187,85.89,66,99,6.91,overcast clouds
315,Grindavik,IS,63.8424,-22.4338,41.47,93,100,49.48,heavy intensity rain
316,Rocha,UY,-34.4833,-54.3333,68.52,81,0,11.95,clear sky
317,Changying,CN,52.8733,123.3213,-23.31,98,28,3.74,scattered clouds
318,Christchurch,NZ,-43.5333,172.6333,80.33,59,20,5.01,few clouds
319,Gilgit,PK,35.9221,74.3087,35.26,65,100,1.39,overcast clouds
320,Blind River,CA,46.1834,-82.9582,14.11,79,100,16.78,overcast clouds
321,Flinders,AU,-34.5833,150.8552,81.68,80,96,3.0,overcast clouds
322,Shenjiamen,CN,29.9576,122.298,46.51,72,41,7.96,scattered clouds
323,Kahului,US,20.8947,-156.47,82.42,69,0,9.22,clear sky
324,Narasannapeta,IN,18.4167,84.05,66.58,87,1,4.18,clear sky
325,Truckee,US,39.328,-120.1833,44.37,62,0,0.0,clear sky
326,Kodiak,US,57.79,-152.4072,29.71,59,75,20.71,broken clouds
327,Chiradzulu,MW,-15.6746,35.1407,62.73,91,100,1.66,overcast clouds
328,Aswan,EG,24.0934,32.907,63.72,31,97,12.59,overcast clouds
329,Poum,NC,-20.2333,164.0167,82.36,72,7,8.57,clear sky
330,Saint-Joseph,RE,-21.3667,55.6167,75.58,84,69,8.3,light rain
331,Mackay,AU,-21.15,149.2,87.78,66,75,16.11,broken clouds
332,Tilichiki,RU,60.4667,166.1,-4.9,92,52,7.31,broken clouds
333,Nioki,CD,-2.7167,17.6833,74.25,87,100,2.73,overcast clouds
334,Carauari,BR,-4.8828,-66.8958,73.81,98,92,2.46,overcast clouds
335,Bollene,FR,44.2848,4.753,44.98,82,0,5.75,clear sky
336,Wilmington,US,34.2257,-77.9447,64.31,79,20,5.75,few clouds
337,Houma,US,29.5958,-90.7195,75.2,87,33,9.22,scattered clouds
338,Vanimo,PG,-2.6741,141.3028,79.93,85,77,7.63,broken clouds
339,Cherskiy,RU,68.75,161.3,-15.05,98,100,1.95,overcast clouds
340,Jutai,BR,-5.1833,-68.9,74.03,95,98,2.19,overcast clouds
341,Mehkar,IN,20.1508,76.569,62.69,67,61,8.52,broken clouds
342,Tortoli,IT,39.9256,9.6572,49.98,87,40,6.91,light rain
343,Lokosovo,RU,61.1333,74.8167,0.05,94,87,10.78,overcast clouds
344,Karasjok,NO,69.4719,25.5112,12.31,100,87,3.78,overcast clouds
